,trans_date_trans_time,merchant,category,amt,city,state,lat,long,city_pop,job,dob,trans_num,merch_lat,merch_long,is_fraud
1737,2019-01-06 16:46:37+00:00,"Heathcote, Yost and Kertzmann",shopping_net,155.69,Littleton,CO,39.5994,-105.0044,320420,Water engineer,1975-07-31 00:00:00+00:00,ae63764e38abe79a4d6d30fd51164b0a,40.037801,-104.687768,0
1738,2019-01-06 16:56:05+00:00,Hilpert-Conroy,kids_pets,44.3,Daly City,CA,37.6787,-122.478,107941,"Buyer, industrial",1991-10-04 00:00:00+00:00,8516a5950fa91d07a95397717530d9e4,37.590057,-123.188738,0
1739,2019-01-06 16:59:10+00:00,"Baumbach, Strosin and Nicolas",shopping_pos,94.02,Littleton,CO,39.5994,-105.0044,320420,Water engineer,1975-07-31 00:00:00+00:00,32d2cf9ef0199baff0061484309e38fb,39.381248,-105.099041,0
1740,2019-01-06 17:08:48+00:00,"Okuneva, Schneider and R",shopping_pos,37.58,Sun City,CA,33.7467,-117.1721,54287,"Designer, exhibition/display",1972-09-22 00:00:00+00:00,666906d33b4c141629b946276b320605,34.340041,-118.042669,0
1741,2019-01-06 17:09:15+00:00,Hammes-Beatty,kids_pets,45.24,Ruidoso,NM,33.3305,-105.6933,8874,Licensed conveyancer,2000-08-16 00:00:00+00:00,3ee1a625a8730060a20b39f18db30fda,33.333723,-105.803247,0
1742,2019-01-06 17:10:14+00:00,Morissette PLC,shopping_pos,6.41,Phoenix,AZ,33.5623,-112.0559,1312922,Contractor,1981-10-24 00:00:00+00:00,1cec1a4084a1dd6d70438926ac0ff340,33.284636,-111.194669,0
1743,2019-01-06 17:10:14+00:00,Fritsch LLC,travel,3.84,Port Costa,CA,38.046,-122.1866,198,Armed forces training and education officer,1959-03-31 00:00:00+00:00,f651ff56983bda3ec8856a972402cfde,37.523931,-122.228202,0
1744,2019-01-06 17:14:33+00:00,Effertz LLC,entertainment,72.66,Cascade Locks,OR,45.67100000000001,-121.8686,1288,Barrister,1936-05-01 00:00:00+00:00,59d2f752e4eb07395e00b5350ec716f8,45.31024,-122.112115,0
1745,2019-01-06 17:16:10+00:00,Crona and Sons,kids_pets,42.88,Westerville,NE,41.4193,-99.3844,73,Product designer,1935-02-10 00:00:00+00:00,9f16a8caa2c582ed3f4df3a4a32443c4,41.556618,-99.531728,0
1746,2019-01-06 17:18:28+00:00,Kutch-Wilderman,home,52.25,Holstein,NE,40.4542,-98.6538,331,Telecommunications researcher,1950-08-19 00:00:00+00:00,0076f4115abef3fcebd65f0639c54f7f,40.792448,-99.341685,0
1747,2019-01-06 17:21:02+00:00,Beer-Jast,kids_pets,17.93,Orient,WA,48.8878,-118.2105,149,Special educational needs teacher,1978-06-21 00:00:00+00:00,1f237dcb6c7c1358d116f8bfa98a8565,48.347964000000005,-118.009666,0
1748,2019-01-06 17:21:55+00:00,Metz-Boehm,shopping_pos,210.86,Superior,AZ,33.2887,-111.0985,2872,Petroleum engineer,1987-10-28 00:00:00+00:00,a4f008b62f112082172a89ca6582bbe5,32.650104,-111.436239,0
1749,2019-01-06 17:33:37+00:00,Metz-Boehm,shopping_pos,2.03,Ruidoso,NM,33.3305,-105.6933,8874,Licensed conveyancer,2000-08-16 00:00:00+00:00,119cad0d8b5b04a98ecfdf6e95cc0511,33.490922,-105.990541,0
1750,2019-01-06 17:35:05+00:00,Schmidt and Sons,shopping_net,7.89,Red River,NM,36.6659,-105.4694,606,"Surveyor, land/geomatics",1988-09-06 00:00:00+00:00,2cd484adadc1f6e19fb10bb45fe8c252,36.315491,-105.920903,0
1751,2019-01-06 17:39:27+00:00,Schmeler-Howe,personal_care,113.88,Littleton,CO,39.5994,-105.0044,320420,Water engineer,1975-07-31 00:00:00+00:00,98365423cb3050e80d64ba3d43ead36d,40.078463,-104.851134,0
1752,2019-01-06 17:40:33+00:00,Leannon-W,food_dining,44.07,Westerville,NE,41.4193,-99.3844,73,Product designer,1935-02-10 00:00:00+00:00,19028b90092af3a45f2e93429de22f53,40.527963,-99.28311,0
1753,2019-01-06 17:44:54+00:00,Berge-Ullrich,home,124.14,Issaquah,WA,47.4974,-122.0107,50489,Osteopath,1984-02-29 00:00:00+00:00,5ab79060798a26093201c20195be79bd,47.750728,-122.959409,0
1754,2019-01-06 17:45:08+00:00,"Durgan, Gislason and Spence",home,13.78,Luray,MO,40.4931,-91.8912,519,Town planner,1966-02-13 00:00:00+00:00,8bd17ab8aee891f48bc516337d8a2dad,40.989509000000005,-92.554443,0
1755,2019-01-06 17:52:14+00:00,Kutch-Wilderman,home,1.12,Conway,WA,48.34,-122.3456,85,"Research officer, political party",1984-09-01 00:00:00+00:00,369550774480ef7f457331d683a59a77,48.652619,-122.297909,0
1756,2019-01-06 17:52:47+00:00,Veum-Koelpin,travel,7.72,Azusa,CA,34.1248,-117.9031,59705,Civil Service fast streamer,1983-06-23 00:00:00+00:00,906cfe77c5b7a5d52c5934c3f046b644,34.291795,-118.465333,0
1757,2019-01-06 17:54:10+00:00,Schmeler-Howe,personal_care,12.96,Huslia,AK,65.6899,-156.292,277,"Engineer, civil (consulting)",1965-11-06 00:00:00+00:00,232e8dbb40d3b4f6e3e29450e9ba4878,65.085187,-156.26463600000002,0
1758,2019-01-06 17:55:20+00:00,Fritsch and Sons,health_fitness,4.13,Sutherland,NE,41.1558,-101.136,1789,Insurance broker,1982-02-11 00:00:00+00:00,986a0621fa64b95b4a3c0db3b31d5579,41.686479,-101.162216,0
1759,2019-01-06 17:57:28+00:00,Rau-Grant,kids_pets,37.17,June Lake,CA,37.7773,-119.0825,633,Health service manager,1927-09-09 00:00:00+00:00,04b6ceb193dd4c8ef90ef9d4710e5a73,38.424495,-118.779948,0
1760,2019-01-06 17:58:12+00:00,"Reichel, Bradtke and Blan",travel,2.92,Llano,NM,36.1486,-105.6648,247,Architectural technologist,1961-10-24 00:00:00+00:00,b2cd03a044a101d127de6c68526fdf87,35.464811,-105.649704,0
1761,2019-01-06 18:03:05+00:00,"Torp, Muller and Bore",health_fitness,93.97,Cardwell,MO,36.0434,-90.2907,1120,Television floor manager,1957-04-17 00:00:00+00:00,4b716dcbe7fb2be2adde52b456ee7751,35.162323,-91.254814,0
1762,2019-01-06 18:06:46+00:00,Schmidt-Larkin,home,154.81,Meridian,ID,43.6498,-116.4306,84106,Intelligence analyst,1971-02-11 00:00:00+00:00,a0159fd2a1ba3b40a8b6dc2abcad1aa9,42.880315,-115.572259,0
1763,2019-01-06 18:15:09+00:00,"Roberts, Daniel and Macejkovic",kids_pets,138.86,Moab,UT,38.5677,-109.5271,9772,Location manager,1989-11-24 00:00:00+00:00,aa249e5f7d320c72b752637119739d5f,39.118685,-109.44619,0
1764,2019-01-06 18:20:02+00:00,Fritsch and Sons,health_fitness,75.49,Alva,WY,44.6873,-104.4414,110,"Administrator, local government",1973-05-16 00:00:00+00:00,28cbd1e4f822baf1f8894d5a0e9738c1,44.981353000000006,-103.538401,0
1765,2019-01-06 18:27:49+00:00,Baumbach Lt,personal_care,50.99,Indian Wells,CA,33.7163,-116.3381,4677,Learning mentor,1955-05-06 00:00:00+00:00,ef583a55d145e5c39fed4c50e40fc49d,34.144606,-115.864554,0
1766,2019-01-06 18:28:02+00:00,Berge-Ullrich,home,21.46,Shedd,OR,44.453,-123.1065,917,Radio broadcast assistant,1995-07-08 00:00:00+00:00,ecca6f71abb0a1814b76e10f13a42f6d,44.141439,-122.887032,0
1767,2019-01-06 18:28:58+00:00,Wilkinson PLC,kids_pets,74.77,Riverton,WY,43.0351,-108.2024,19408,"Lecturer, higher education",1993-09-11 00:00:00+00:00,664d479ea74dd62aecc2858f8214c0ab,42.333617,-108.628813,0
1768,2019-01-06 18:29:32+00:00,Watsica LLC,personal_care,64.57,Daly City,CA,37.6787,-122.478,107941,"Buyer, industrial",1991-10-04 00:00:00+00:00,69e44aa0c05dd54920ef2d57edff1e06,37.315189,-122.266147,0
1769,2019-01-06 18:30:43+00:00,Friesen Lt,health_fitness,33.6,Superior,AZ,33.2887,-111.0985,2872,Petroleum engineer,1987-10-28 00:00:00+00:00,d839a043e91699f7453de9218cab4d98,32.454145000000004,-111.34906399999998,0
1770,2019-01-06 18:34:00+00:00,Champlin and Sons,home,96.11,Albuquerque,NM,35.0561,-106.5506,641349,Charity officer,1967-01-24 00:00:00+00:00,70b220ef472093b492738b2ff6664300,34.106858,-105.693551,0
1771,2019-01-06 18:35:07+00:00,"Champlin, Rolfson and Connelly",travel,481.58,Athena,OR,45.8289,-118.4971,1302,Dealer,1976-10-18 00:00:00+00:00,f415bc1f0589273b7e04c667ee5ca4dd,46.051133,-117.916382,0
1772,2019-01-06 18:37:37+00:00,"Hagenes, Kohler and Hoppe",food_dining,54.69,Littleton,CO,39.5994,-105.0044,320420,Water engineer,1975-07-31 00:00:00+00:00,bc1683b9142ec62e6689796b1a23e214,39.030832,-105.753101,0
1773,2019-01-06 18:38:13+00:00,"Hagenes, Kohler and Hoppe",food_dining,149.8,Tomales,CA,38.2427,-122.9145,337,Occupational psychologist,1954-07-05 00:00:00+00:00,415a5b9515317fa2024d7c71384a7270,38.347824,-123.121586,0
1774,2019-01-06 18:39:27+00:00,Fisher-Schowalte,shopping_net,855.88,Browning,MO,40.029,-93.1607,602,Cytogeneticist,1954-07-14 00:00:00+00:00,bbae703c3794b7738d08739afbaef898,40.786018,-93.301092,1
1775,2019-01-06 18:44:12+00:00,Marvin-Lin,personal_care,2.41,Espanola,NM,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,1972-07-18 00:00:00+00:00,01319c530a4ff359ab585d1b7b403623,35.680855,-105.831094,0
1776,2019-01-06 18:46:57+00:00,Kutch-Wilderman,home,17.88,Orient,WA,48.8878,-118.2105,149,Special educational needs teacher,1978-06-21 00:00:00+00:00,bdad994c4df8efda6d909e602ad883d4,48.199816,-118.355319,0
1777,2019-01-06 18:55:02+00:00,Daugherty LLC,kids_pets,103.67,Meredith,CO,39.3199,-106.6596,61,Public relations account executive,1939-11-04 00:00:00+00:00,2bc4c5558a432b389fa093caf8a8bf88,39.657596000000005,-106.061168,0
1778,2019-01-06 18:56:43+00:00,"Daugherty, Pouros and Beahan",shopping_pos,4.11,Orient,WA,48.8878,-118.2105,149,Special educational needs teacher,1978-06-21 00:00:00+00:00,09a43383f77a5ca238d7f0927a31ccda,49.142241,-117.479378,0
1779,2019-01-06 18:58:39+00:00,Homenick LLC,personal_care,2.88,Crownpoint,NM,35.7206,-108.0271,5662,IT consultant,1989-04-08 00:00:00+00:00,c6a629a92400897d92e1fa3ca6192fc6,34.819104,-107.301031,0
1780,2019-01-06 19:06:45+00:00,"Ledner, Hartmann and Feest",health_fitness,32.35,Lagrange,WY,41.6423,-104.1974,635,Product/process development scientist,1973-07-13 00:00:00+00:00,f8845627e6064bdee35358f6aa532541,40.705392,-104.998967,0
1781,2019-01-06 19:15:26+00:00,Barton LLC,kids_pets,13.17,San Jose,CA,37.3304,-121.7913,973849,Geoscientist,1997-01-18 00:00:00+00:00,3bd93327d6bc820099cdb5e7093bdc1e,37.57837,-121.399192,0
1782,2019-01-06 19:21:35+00:00,Hills-Boye,personal_care,240.13,Westerville,NE,41.4193,-99.3844,73,Product designer,1935-02-10 00:00:00+00:00,c2b13ccabf91939371cd05bcda77b170,40.6231,-99.413769,0
1783,2019-01-06 19:22:58+00:00,Botsford PLC,home,44.82,Laramie,WY,41.4247,-105.4781,35371,"Pilot, airline",1988-09-02 00:00:00+00:00,9ed6caa82c591fe4c68430e7c734200b,41.570368,-106.432034,0
1784,2019-01-06 19:25:31+00:00,Grimes LLC,entertainment,22.73,Ruidoso,NM,33.3305,-105.6933,8874,Licensed conveyancer,2000-08-16 00:00:00+00:00,89b7b0e4d5a914fb4bca27f523baeefb,33.724515000000004,-106.643394,0
1785,2019-01-06 19:25:40+00:00,Hamill-D'Amore,health_fitness,15.54,Luray,MO,40.4931,-91.8912,519,Town planner,1966-02-13 00:00:00+00:00,942ea1cdcdddbd133f210fbe42ef6969,41.011471,-91.036516,0
1786,2019-01-06 19:28:50+00:00,"Douglas, DuBuque and McKenzie",travel,3.1,Hatch,UT,37.7175,-112.4777,258,Geoscientist,1961-11-24 00:00:00+00:00,d87c7642ff71e60c4ad9f8539223a2d0,36.947685,-112.266467,0
1787,2019-01-06 19:31:46+00:00,"Schuppe, Nolan and Hoege",shopping_pos,132.17,Helm,CA,36.4992,-120.0936,123,Early years teacher,1973-02-07 00:00:00+00:00,8b0540f76947f3b54758cd287e44f890,36.450515,-120.075127,0
1788,2019-01-06 19:32:02+00:00,"Douglas, Schneider and Turne",shopping_pos,31.37,Meridian,ID,43.6498,-116.4306,84106,Intelligence analyst,1971-02-11 00:00:00+00:00,c1381d321c236ae3c01c9591a4b3e470,43.957869,-116.529678,0
1789,2019-01-06 19:40:08+00:00,Rolfson-Kunde,personal_care,10.32,Lagrange,WY,41.6423,-104.1974,635,Product/process development scientist,1973-07-13 00:00:00+00:00,59202eb1b41a5e21d7397e985358c88a,41.994391,-103.998474,0
1790,2019-01-06 19:40:24+00:00,"Moore, Williamson and Emmerich",home,9.19,Utica,MO,39.7417,-93.6289,271,Land/geomatics surveyor,1972-04-18 00:00:00+00:00,dca83736b136839eda27aabb49cadf77,39.711807,-93.389109,0
1791,2019-01-06 19:42:11+00:00,Morissette LLC,entertainment,138.52,Kansas City,MO,38.9621,-94.5959,545147,Counsellor,1987-11-18 00:00:00+00:00,e2daec62538217f1bd58d01e5a1d358f,38.260011,-94.200957,0
1792,2019-01-06 19:52:12+00:00,Leffler-Goldne,personal_care,31.47,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",1987-04-23 00:00:00+00:00,c882db8fbfd76e4aecb982a42efc4d79,39.565695,-110.585517,0
1793,2019-01-06 19:56:14+00:00,"Lesch, D'Amore and Brown",food_dining,70.31,Meredith,CO,39.3199,-106.6596,61,Public relations account executive,1939-11-04 00:00:00+00:00,4fbcc797c5fdaedeb9f74b5bed96d9d7,38.803785,-107.415355,0
1794,2019-01-06 19:56:50+00:00,Abernathy and Sons,food_dining,60.89,Monitor,WA,47.4852,-120.4158,584,Medical technical officer,1969-03-20 00:00:00+00:00,cd8686e1dc1757633e42290e8fbb250a,47.985539,-120.557409,0
1795,2019-01-06 19:59:52+00:00,Schoen-Quigley,kids_pets,97.68,Fullerton,NE,41.36600000000001,-98.0054,1749,"Surveyor, mining",1973-05-07 00:00:00+00:00,2789e562c7ceb11679dbe36a4e9f0cfa,42.06473,-98.796028,0
1796,2019-01-06 20:00:30+00:00,Rempel Inc,shopping_net,9.39,Kansas City,MO,38.9621,-94.5959,545147,Counsellor,1987-11-18 00:00:00+00:00,ef049aebbc453d29438600edda6d441d,38.588852,-95.410806,0
1797,2019-01-06 20:01:36+00:00,Weber and Sons,food_dining,41.3,Phoenix,AZ,33.5623,-112.0559,1312922,Contractor,1981-10-24 00:00:00+00:00,583635375013f2cb14a43beb67abb4b6,32.832673,-112.311469,0
1798,2019-01-06 20:02:02+00:00,"Schroeder, Wolff and Hermiston",travel,5.82,Tekoa,WA,47.2271,-117.0819,895,Clothing/textile technologist,1999-05-31 00:00:00+00:00,98b856318fa50ee449ae0f4560259122,47.658828,-117.412889,0
1799,2019-01-06 20:03:17+00:00,"Zboncak, Rowe and Murazik",shopping_net,5.59,Fullerton,NE,41.36600000000001,-98.0054,1749,"Surveyor, mining",1973-05-07 00:00:00+00:00,eea5f1ff1f701b134bdc17912b768e83,40.595726,-97.442639,0
1800,2019-01-06 20:09:04+00:00,Lynch-Wisozk,home,108.39,Vinton,CA,40.0235,-120.7986,128,Education administrator,1966-02-21 00:00:00+00:00,46f47a3db23c396187729395fe00c6e7,40.454592,-121.152388,0
1801,2019-01-06 20:10:24+00:00,"Bahringer, Bergnaum and Quitzon",home,18.24,Humboldt,AZ,34.5189,-112.2523,1179,"Civil engineer, contracting",1955-01-20 00:00:00+00:00,da01cd65f382389bc84d9057c244b9ec,34.039827,-112.852729,0
1802,2019-01-06 20:25:22+00:00,"Wuckert, Wintheiser and Friesen",home,22.62,Orient,WA,48.8878,-118.2105,149,Special educational needs teacher,1978-06-21 00:00:00+00:00,b36fe50e9e7146d36464e41487a394c6,48.973699,-118.139697,0
1803,2019-01-06 20:26:45+00:00,Stoltenberg-Beatty,shopping_pos,6.16,Shedd,OR,44.453,-123.1065,917,Radio broadcast assistant,1995-07-08 00:00:00+00:00,d315aa4fb9e6092f749ec00d0d82f430,45.278783,-123.179386,0
1804,2019-01-06 20:27:10+00:00,Terry-Huel,shopping_net,67.48,Colorado Springs,CO,38.8881,-104.6556,525713,Museum/gallery exhibitions officer,1992-05-09 00:00:00+00:00,26cb105d6cc1b502c11041d0bb133838,39.852779,-105.534579,0
1805,2019-01-06 20:27:55+00:00,Connelly-Carte,home,18.03,Freedom,WY,43.0172,-111.0292,471,"Education officer, museum",1967-08-02 00:00:00+00:00,eea3e3b4ceace3ae54a00b2ee5b573b8,42.963955,-111.294474,0
1806,2019-01-06 20:30:46+00:00,"Schaefer, Fay and Hilll",entertainment,50.53,Phoenix,AZ,33.8155,-112.1202,1312922,Counselling psychologist,1999-11-30 00:00:00+00:00,63a821c0508692f99f18c6739d0c1503,34.220447,-112.247163,0
1807,2019-01-06 20:36:20+00:00,Crooks and Sons,personal_care,102.14,Crownpoint,NM,35.7206,-108.0271,5662,IT consultant,1989-04-08 00:00:00+00:00,a8a75b2ca6051026bfda67cb5176c21f,34.853188,-108.545204,0
1808,2019-01-06 20:41:10+00:00,"Runolfsdottir, Mueller and Han",entertainment,84.25,Vinton,CA,40.0235,-120.7986,128,Education administrator,1966-02-21 00:00:00+00:00,2a7db67b9302a08089684500374b24f1,40.555013,-120.717143,0
1809,2019-01-06 20:41:36+00:00,"Reichert, Rowe and Mraz",shopping_net,1.21,Daly City,CA,37.6787,-122.478,107941,"Buyer, industrial",1991-10-04 00:00:00+00:00,4d844d79af743932815ba41838f270ec,38.342419,-123.149083,0
1810,2019-01-06 20:43:06+00:00,Crona and Sons,kids_pets,14.08,Cascade Locks,OR,45.67100000000001,-121.8686,1288,Barrister,1936-05-01 00:00:00+00:00,572ca339d9e45554ed346fa8c056abb2,46.1777,-121.060459,0
1811,2019-01-06 20:51:06+00:00,"Hagenes, Hermann and Stroman",travel,1.26,Altonah,UT,40.3207,-110.436,302,"Sales professional, IT",1990-01-17 00:00:00+00:00,ca78dd393011f503aca995500ce92b00,40.783247,-109.602251,0
1812,2019-01-06 20:51:17+00:00,Wilkinson PLC,kids_pets,37.94,Fields Landing,CA,40.7268,-124.2174,276,"Scientist, audiological",1929-05-06 00:00:00+00:00,83723c43c0f50c02e9908f2b2f8b9e5b,39.880124,-123.586596,0
1813,2019-01-06 20:53:58+00:00,Collier LLC,home,43.29,Phoenix,AZ,33.5623,-112.0559,1312922,Contractor,1981-10-24 00:00:00+00:00,542e63cd70d536a3565b2c0d5caab3dc,33.49647,-112.300398,0
1814,2019-01-06 21:02:39+00:00,Champlin-Caspe,home,16.25,Campbell,NE,40.2967,-98.737,493,"Surveyor, minerals",1940-09-13 00:00:00+00:00,b8c61c2061e4e77aea127aca0690dd7c,40.048588,-98.298272,0
1815,2019-01-06 21:03:01+00:00,Ernser-Lynch,food_dining,141.43,Kirk,CO,39.6171,-102.4776,207,Network engineer,1955-12-04 00:00:00+00:00,821d145efaf32ba2f0a7480113be838b,40.213466,-101.980323,0
1816,2019-01-06 21:11:03+00:00,Kerluke-Abshire,shopping_net,4.47,Espanola,NM,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,1972-07-18 00:00:00+00:00,e8c33ddf63f75e69cc24f7e6bd0b25f0,35.425279,-105.939024,0
1817,2019-01-06 21:12:10+00:00,Renner Lt,home,55.49,Cardwell,MO,36.0434,-90.2907,1120,Television floor manager,1957-04-17 00:00:00+00:00,7a77dc75ae3e5dfe4a77edcc0dd5e7b0,35.793648,-90.561098,0
1818,2019-01-06 21:25:06+00:00,Abbott-Rogahn,entertainment,117.88,Newhall,CA,34.3795,-118.523,34882,Health physicist,1971-04-25 00:00:00+00:00,a8b0b041282ddaf98a0d46b93aa35f35,34.159314,-118.19114,0
1819,2019-01-06 21:30:34+00:00,Stiedemann Lt,food_dining,53.88,Jelm,WY,41.0539,-106.0763,100,Public librarian,1974-04-16 00:00:00+00:00,c9af08c19c446e31c4f806c91c79ac39,41.008878,-106.995233,0
1820,2019-01-06 21:33:29+00:00,"Bernhard, Grant and Langworth",shopping_pos,1.13,Napa,CA,38.4549,-122.2564,94014,Airline pilot,1985-08-21 00:00:00+00:00,6d6338ec95b5b7d457e2cc83acc5b14c,39.275686,-121.621119,0
1821,2019-01-06 21:39:02+00:00,Beer-Jast,kids_pets,144.29,Sixes,OR,42.825,-124.4409,217,Retail merchandiser,1928-10-01 00:00:00+00:00,c56b691966a49e7742c0efc2ffe96b70,43.114543,-125.339989,0
1822,2019-01-06 21:42:16+00:00,"Greenholt, O'Hara and Balistreri",shopping_net,1.88,Meridian,ID,43.6498,-116.4306,84106,Intelligence analyst,1971-02-11 00:00:00+00:00,54dedc941fdf9222c7c7808eedd8c340,44.056776,-116.044637,0
1823,2019-01-06 21:44:54+00:00,Hickle Group,shopping_pos,3.68,Independence,MO,39.1412,-94.3515,123373,"Engineer, production",1992-11-27 00:00:00+00:00,730311c5b30bb98cefc9b9389c4e914a,39.781996,-93.929888,0
1824,2019-01-06 21:45:36+00:00,"Becker, Harris and Harvey",personal_care,8.02,Roseland,NE,40.4591,-98.5551,463,"Nurse, mental health",1948-05-31 00:00:00+00:00,4471b443b37510ed62183c0e03e277d0,40.179548,-97.93895,0
1825,2019-01-06 21:45:52+00:00,Thiel Lt,travel,2.26,Rocky Mount,MO,38.2911,-92.7059,1847,Tax inspector,1988-10-26 00:00:00+00:00,240aabdf68dc1c9ddb45b8eaad5cc783,37.605468,-92.780588,0
1826,2019-01-06 21:46:30+00:00,O'Hara-Wilderman,food_dining,49.44,Lakeport,CA,39.047,-122.9328,11256,Podiatrist,1972-10-18 00:00:00+00:00,3e1063dfe4bb7a8f090acb5d90068d86,38.351706,-123.368284,0
1827,2019-01-06 21:46:57+00:00,"Effertz, Welch and Schowalte",entertainment,114.19,Newhall,CA,34.3795,-118.523,34882,Health physicist,1971-04-25 00:00:00+00:00,caf126bdeb004898cdcd9830fa0778fc,35.263801,-118.973001,0
1828,2019-01-06 21:47:01+00:00,"Bins, Balistreri and Beatty",shopping_pos,7.48,Centerview,MO,38.7897,-93.8702,2368,Electronics engineer,1989-07-17 00:00:00+00:00,65b97b46517ad427a8399c4b5c93b093,39.169529,-94.576394,0
1829,2019-01-06 21:48:21+00:00,Kling-Ernse,entertainment,101.03,Lake Oswego,OR,45.4093,-122.6847,42817,Planning and development surveyor,1982-05-28 00:00:00+00:00,7c08b9719ca9eb6f0ecc374f27221443,46.29139,-123.276919,0
1830,2019-01-06 21:50:21+00:00,Abshire PLC,entertainment,21.28,North Loup,NE,41.4972,-98.7858,509,"Nurse, children's",1980-09-15 00:00:00+00:00,8e5255561630f1145e0a49bbf70d0841,41.958425,-98.89108,0
1831,2019-01-06 21:50:30+00:00,Baumbach Lt,personal_care,20.09,Red River,NM,36.6659,-105.4694,606,"Surveyor, land/geomatics",1988-09-06 00:00:00+00:00,488c5cd0666a17889672f163e4d6d17f,37.339583000000005,-105.091622,0
1832,2019-01-06 21:54:19+00:00,Donnelly PLC,misc_net,2.24,Pueblo,CO,38.2352,-104.66,151815,Further education lecturer,1988-01-04 00:00:00+00:00,8839dc5332ab4c937a41a72a8d8a6158,38.425735,-105.418157,0
1833,2019-01-06 21:55:18+00:00,Schmeler-Howe,personal_care,62.19,Moriarty,NM,34.9889,-106.0609,7268,"Therapist, art",1988-08-04 00:00:00+00:00,0f668d9393774cb1642bf1b85c7534e1,35.819264000000004,-105.16437,0
1834,2019-01-06 22:01:52+00:00,Connelly PLC,food_dining,6.63,Cascade Locks,OR,45.67100000000001,-121.8686,1288,Barrister,1936-05-01 00:00:00+00:00,d8d05be11d69ab18d403c3062741b712,45.416338,-121.153057,0
1835,2019-01-06 22:11:29+00:00,"Ritchie, Oberbrunner and Cremin",travel,5.62,Moab,UT,38.5677,-109.5271,9772,Location manager,1989-11-24 00:00:00+00:00,45769278edf74cb169e88907a37b52ff,38.296042,-110.237442,0
1836,2019-01-06 22:11:41+00:00,Larson-Moen,entertainment,57.28,Carlotta,CA,40.507,-123.9743,1139,"Therapist, occupational",1951-01-15 00:00:00+00:00,f6ce8ef5cfc75f1ad6954dab07eb959e,40.7214,-123.562583,0
1837,2019-01-06 22:13:17+00:00,Conroy Lt,shopping_pos,3.7,Wendel,CA,40.3406,-120.2824,104,"Teacher, adult education",1989-08-16 00:00:00+00:00,fa74d53a138f2ccafec296697a5ef6dd,39.365094,-121.242723,0
1838,2019-01-06 22:14:21+00:00,"Reichert, Shanahan and Hayes",shopping_net,8.7,Rock Springs,WY,41.606,-109.23,27971,Music therapist,1984-08-01 00:00:00+00:00,7f135c04c7b4044fba6a38917d87cac2,41.981014,-108.91586,0
1839,2019-01-06 22:16:10+00:00,Schmidt-Larkin,home,38.08,North Loup,NE,41.4972,-98.7858,509,"Nurse, children's",1980-09-15 00:00:00+00:00,05856bccaf2c61cf8813e69a6fff1852,41.494867,-99.060749,0
1840,2019-01-06 22:18:27+00:00,Berge-Hills,kids_pets,48.31,Newhall,CA,34.3795,-118.523,34882,Health physicist,1971-04-25 00:00:00+00:00,59379a168689c7322055adfaa64e4b93,35.200044,-118.365529,0
1841,2019-01-06 22:23:58+00:00,Breitenberg LLC,travel,5.3,San Diego,CA,33.0067,-117.069,1241364,"Pharmacist, hospital",1960-03-01 00:00:00+00:00,caf4d15466a02d6e5d6eb98a90813b89,32.366305,-116.796536,0
1842,2019-01-06 22:24:02+00:00,Dietrich-Fadel,health_fitness,1.01,Mesa,ID,44.6255,-116.4493,129,Cartographer,1965-12-15 00:00:00+00:00,aa07041b9946d27e576e4fa15cbafee8,43.908899,-116.345971,0
1843,2019-01-06 22:25:17+00:00,"Roob, Conn and Tremblay",shopping_pos,1101.55,Glendale,CA,34.1556,-118.2322,172817,Advertising account planner,1982-07-30 00:00:00+00:00,da2ee3fb3a65aeb8b73bb470c80b3331,34.54218,-117.616706,0
1844,2019-01-06 22:26:30+00:00,"Baumbach, Feeney and Mo",shopping_net,7.11,North Loup,NE,41.4972,-98.7858,509,"Nurse, children's",1980-09-15 00:00:00+00:00,3820205b1ee708f55d8a5b68384e951e,41.626862,-98.300246,0
1845,2019-01-06 22:29:43+00:00,"Larson, Quitzon and Spence",travel,1.52,Port Costa,CA,38.046,-122.1866,198,Armed forces training and education officer,1959-03-31 00:00:00+00:00,afc35b38563c44630d8db22c3b331668,38.154745,-121.497054,0
1846,2019-01-06 22:29:48+00:00,Gerhold LLC,home,167.27,Espanola,NM,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,1972-07-18 00:00:00+00:00,1ff61dc82b4a0d8ebcff59595c615691,35.539922999999995,-106.748877,0
1847,2019-01-06 22:30:38+00:00,Miller-Harris,misc_net,27.73,Newberg,OR,45.3099,-122.9685,28278,Research scientist (physical sciences),1977-07-17 00:00:00+00:00,e4ac26b1e805c2163a3ed4979c56e911,45.363063,-122.430836,0
1848,2019-01-06 22:32:47+00:00,Reynolds-Schinne,misc_pos,1.84,Glendale,CA,34.1556,-118.2322,172817,Advertising account planner,1982-07-30 00:00:00+00:00,d4982e01d55aaab700a178d4bddfb333,34.387972,-118.29133,0
1849,2019-01-06 22:33:29+00:00,"Ritchie, Bradtke and Stiedemann",travel,6.49,San Jose,CA,37.3304,-121.7913,973849,Geoscientist,1997-01-18 00:00:00+00:00,4a4693ddab777caf9c06db7a19a7772e,36.691331,-121.14281,0
